scenario,method,n,detect_rate,detect_rate_se,pre_break_false_alarm_rate,pre_break_false_alarm_rate_se,miss_rate,miss_rate_se,mean_delay_censored,mean_delay_censored_se,median_delay_detected,mean_delay_detected,mean_delay_detected_se
persistence_up_0.995,lsc_composite_v2,500,0.034,0.008112930375552172,0.01,0.004454175497072093,0.956,0.009181317617116443,244.81616161616162,1.3145379189367419,100.0,99.05882352941177,13.3583171349613
persistence_down_0.80,lsc_composite_v2,500,0.014,0.005259593772650755,0.01,0.004454175497072093,0.976,0.006851414727451191,247.52929292929292,0.9751069371304452,49.0,75.28571428571429,22.810517922466303
abrupt_level_3s,lsc_composite_v2,500,0.494,0.022381462412439424,0.01,0.004454175497072093,0.496,0.022382357781962105,168.3171717171717,4.1993758233834315,68.0,86.30364372469636,4.04903583590365
variance_x3,lsc_composite_v2,500,0.99,0.004454175497072093,0.01,0.004454175497072093,0.0,0.0,19.254545454545454,0.3573481993023408,19.0,19.254545454545454,0.3573481993023408
