draw,null_minp,argmin_method
3828,0.1521,raw_cusum
3829,0.0198,lsc_tail_cusum
3830,0.10165,lsc_composite
3831,1.0,lsc_composite
3832,0.481,lsc_composite
3833,0.14915,lsc_tail_cusum
3834,0.1492,raw_var_cusum
3835,0.2774,lsc_kalman_cusum
3836,0.2774,lsc_kalman_cusum
3837,0.481,lsc_composite
3838,0.14915,lsc_tail_cusum
3839,1.0,lsc_composite
3840,0.481,lsc_composite
3841,0.14915,lsc_tail_cusum
3842,1.0,lsc_composite
3843,1.0,lsc_composite
3844,0.481,lsc_composite
3845,0.1492,raw_var_cusum
3846,0.10165,lsc_composite
3847,0.2774,lsc_kalman_cusum
3848,0.14915,lsc_tail_cusum
3849,0.14915,lsc_tail_cusum
3850,0.481,lsc_composite
3851,0.2774,lsc_kalman_cusum
3852,0.2774,lsc_kalman_cusum
3853,0.14915,lsc_tail_cusum
3854,0.5535,lsc_tail_cusum
3855,0.10165,lsc_composite
3856,0.5619,raw_var_cusum
3857,0.2774,lsc_kalman_cusum
3858,0.1492,raw_var_cusum
3859,0.10165,lsc_composite
3860,0.481,lsc_composite
3861,1.0,lsc_composite
3862,0.14915,lsc_tail_cusum
3863,1.0,lsc_composite
3864,0.14915,lsc_tail_cusum
3865,0.0183,raw_var_cusum
3866,0.481,lsc_composite
3867,0.481,lsc_composite
3868,0.5535,lsc_tail_cusum
3869,0.1492,raw_var_cusum
3870,0.5535,lsc_tail_cusum
3871,0.14915,lsc_tail_cusum
3872,0.5535,lsc_tail_cusum
3873,0.2774,lsc_kalman_cusum
3874,1.0,lsc_composite
3875,0.5535,lsc_tail_cusum
3876,0.481,lsc_composite
3877,0.2774,lsc_kalman_cusum
3878,0.10165,lsc_composite
3879,0.1492,raw_var_cusum
3880,0.2774,lsc_kalman_cusum
3881,0.481,lsc_composite
3882,0.1521,raw_cusum
3883,0.10165,lsc_composite
3884,0.1521,raw_cusum
3885,0.1492,raw_var_cusum
3886,0.10165,lsc_composite
3887,0.481,lsc_composite
3888,0.2774,lsc_kalman_cusum
3889,0.481,lsc_composite
3890,0.481,lsc_composite
3891,0.481,lsc_composite
3892,0.02015,lsc_kalman_cusum
3893,0.481,lsc_composite
3894,0.5619,raw_var_cusum
3895,0.14915,lsc_tail_cusum
3896,0.5535,lsc_tail_cusum
3897,0.5535,lsc_tail_cusum
3898,0.2774,lsc_kalman_cusum
3899,0.14915,lsc_tail_cusum
3900,0.2774,lsc_kalman_cusum
3901,0.10165,lsc_composite
3902,0.5535,lsc_tail_cusum
3903,0.14915,lsc_tail_cusum
3904,0.14915,lsc_tail_cusum
3905,0.14915,lsc_tail_cusum
3906,0.481,lsc_composite
3907,0.481,lsc_composite
3908,0.1492,raw_var_cusum
3909,0.2774,lsc_kalman_cusum
3910,0.5535,lsc_tail_cusum
3911,0.1492,raw_var_cusum
3912,0.2774,lsc_kalman_cusum
3913,0.481,lsc_composite
3914,0.2774,lsc_kalman_cusum
3915,0.5535,lsc_tail_cusum
3916,1.0,lsc_composite
3917,0.5535,lsc_tail_cusum
3918,0.10165,lsc_composite
3919,0.2774,lsc_kalman_cusum
3920,1.0,lsc_composite
3921,0.481,lsc_composite
3922,0.5619,raw_var_cusum
3923,0.1492,raw_var_cusum
3924,0.1492,raw_var_cusum
3925,0.00925,lsc_composite
3926,0.5535,lsc_tail_cusum
3927,0.5619,raw_var_cusum
3928,0.1492,raw_var_cusum
3929,0.481,lsc_composite
3930,0.481,lsc_composite
3931,0.5535,lsc_tail_cusum
3932,0.14915,lsc_tail_cusum
3933,0.481,lsc_composite
3934,0.5619,raw_var_cusum
3935,0.2774,lsc_kalman_cusum
3936,0.1492,raw_var_cusum
3937,0.481,lsc_composite
3938,0.2774,lsc_kalman_cusum
3939,0.10165,lsc_composite
3940,0.5619,raw_var_cusum
3941,0.14915,lsc_tail_cusum
3942,0.14915,lsc_tail_cusum
3943,0.02015,lsc_kalman_cusum
3944,0.481,lsc_composite
3945,0.2774,lsc_kalman_cusum
3946,0.5535,lsc_tail_cusum
3947,0.2774,lsc_kalman_cusum
3948,0.5535,lsc_tail_cusum
3949,0.10165,lsc_composite
3950,0.1492,raw_var_cusum
3951,0.481,lsc_composite
3952,1.0,lsc_composite
3953,0.481,lsc_composite
3954,0.1492,raw_var_cusum
3955,0.481,lsc_composite
3956,0.2774,lsc_kalman_cusum
3957,0.1521,raw_cusum
3958,0.14915,lsc_tail_cusum
3959,0.1521,raw_cusum
3960,0.14915,lsc_tail_cusum
3961,0.14915,lsc_tail_cusum
3962,0.481,lsc_composite
3963,0.481,lsc_composite
3964,0.14915,lsc_tail_cusum
3965,0.14915,lsc_tail_cusum
3966,0.0183,raw_var_cusum
3967,0.481,lsc_composite
3968,0.5619,raw_var_cusum
3969,0.0198,lsc_tail_cusum
3970,0.481,lsc_composite
3971,0.0183,raw_var_cusum
3972,0.5619,raw_var_cusum
3973,0.2774,lsc_kalman_cusum
3974,1.0,lsc_composite
3975,0.1492,raw_var_cusum
3976,0.00925,lsc_composite
3977,0.5619,raw_var_cusum
3978,0.5619,raw_var_cusum
3979,0.10165,lsc_composite
3980,0.1521,raw_cusum
3981,0.1492,raw_var_cusum
3982,0.481,lsc_composite
3983,0.10165,lsc_composite
3984,1.0,lsc_composite
3985,0.02015,lsc_kalman_cusum
3986,0.14915,lsc_tail_cusum
3987,0.481,lsc_composite
3988,0.0183,raw_var_cusum
3989,0.14915,lsc_tail_cusum
3990,0.10165,lsc_composite
3991,0.2774,lsc_kalman_cusum
3992,0.2774,lsc_kalman_cusum
3993,0.5619,raw_var_cusum
3994,0.1492,raw_var_cusum
3995,0.0198,lsc_tail_cusum
3996,0.5535,lsc_tail_cusum
3997,0.1492,raw_var_cusum
3998,0.481,lsc_composite
3999,0.481,lsc_composite
4000,0.2774,lsc_kalman_cusum
4001,1.0,lsc_composite
4002,0.2774,lsc_kalman_cusum
4003,0.481,lsc_composite
4004,0.0198,lsc_tail_cusum
4005,0.02015,lsc_kalman_cusum
4006,0.5619,raw_var_cusum
4007,0.1521,raw_cusum
4008,0.1521,raw_cusum
4009,0.14915,lsc_tail_cusum
4010,0.481,lsc_composite
4011,0.2774,lsc_kalman_cusum
4012,0.5619,raw_var_cusum
4013,0.5619,raw_var_cusum
4014,0.5619,raw_var_cusum
4015,0.5619,raw_var_cusum
4016,0.14915,lsc_tail_cusum
4017,0.5535,lsc_tail_cusum
4018,0.10165,lsc_composite
4019,0.481,lsc_composite
4020,1.0,lsc_composite
4021,0.1521,raw_cusum
4022,0.1492,raw_var_cusum
4023,0.1492,raw_var_cusum
4024,0.1521,raw_cusum
4025,0.5535,lsc_tail_cusum
4026,0.5535,lsc_tail_cusum
4027,1.0,lsc_composite
4028,0.1521,raw_cusum
4029,0.1492,raw_var_cusum
4030,1.0,lsc_composite
4031,0.5535,lsc_tail_cusum
4032,0.481,lsc_composite
4033,0.1521,raw_cusum
4034,0.5535,lsc_tail_cusum
4035,0.14915,lsc_tail_cusum
4036,0.481,lsc_composite
4037,0.481,lsc_composite
4038,0.2774,lsc_kalman_cusum
4039,0.2774,lsc_kalman_cusum
4040,0.5535,lsc_tail_cusum
4041,0.481,lsc_composite
4042,0.2774,lsc_kalman_cusum
4043,0.10165,lsc_composite
4044,0.1492,raw_var_cusum
4045,0.481,lsc_composite
4046,0.10165,lsc_composite
4047,0.5619,raw_var_cusum
4048,0.1521,raw_cusum
4049,0.14915,lsc_tail_cusum
4050,0.2774,lsc_kalman_cusum
4051,0.5619,raw_var_cusum
4052,0.10165,lsc_composite
4053,0.10165,lsc_composite
4054,0.5619,raw_var_cusum
4055,1.0,lsc_composite
4056,0.14915,lsc_tail_cusum
4057,0.481,lsc_composite
4058,0.481,lsc_composite
4059,0.14915,lsc_tail_cusum
4060,0.1492,raw_var_cusum
4061,0.5535,lsc_tail_cusum
4062,0.14915,lsc_tail_cusum
4063,0.2774,lsc_kalman_cusum
4064,0.5619,raw_var_cusum
4065,0.2774,lsc_kalman_cusum
4066,0.1492,raw_var_cusum
4067,0.5535,lsc_tail_cusum
4068,0.2774,lsc_kalman_cusum
4069,0.0183,raw_var_cusum
4070,0.2774,lsc_kalman_cusum
4071,0.5535,lsc_tail_cusum
4072,1.0,lsc_composite
4073,0.481,lsc_composite
4074,0.14915,lsc_tail_cusum
4075,0.1492,raw_var_cusum
4076,0.1492,raw_var_cusum
4077,0.0198,lsc_tail_cusum
4078,0.1492,raw_var_cusum
4079,0.14915,lsc_tail_cusum
4080,0.14915,lsc_tail_cusum
4081,1.0,lsc_composite
4082,0.481,lsc_composite
4083,0.10165,lsc_composite
4084,0.0198,lsc_tail_cusum
4085,0.02015,lsc_kalman_cusum
4086,0.1521,raw_cusum
4087,0.10165,lsc_composite
4088,0.2774,lsc_kalman_cusum
4089,0.10165,lsc_composite
4090,0.00925,lsc_composite
4091,0.14915,lsc_tail_cusum
4092,0.14915,lsc_tail_cusum
4093,0.5535,lsc_tail_cusum
4094,0.481,lsc_composite
4095,0.481,lsc_composite
4096,0.5535,lsc_tail_cusum
4097,0.10165,lsc_composite
4098,0.1521,raw_cusum
4099,0.0183,raw_var_cusum
4100,0.5535,lsc_tail_cusum
4101,0.481,lsc_composite
4102,0.1521,raw_cusum
4103,0.1492,raw_var_cusum
4104,0.10165,lsc_composite
4105,0.481,lsc_composite
4106,0.5535,lsc_tail_cusum
4107,0.5619,raw_var_cusum
4108,0.1521,raw_cusum
4109,1.0,lsc_composite
4110,0.5619,raw_var_cusum
4111,0.481,lsc_composite
4112,0.10165,lsc_composite
4113,1.0,lsc_composite
4114,1.0,lsc_composite
4115,0.1521,raw_cusum
4116,0.10165,lsc_composite
4117,0.1492,raw_var_cusum
4118,0.2774,lsc_kalman_cusum
4119,0.02015,lsc_kalman_cusum
4120,0.1492,raw_var_cusum
4121,0.2774,lsc_kalman_cusum
4122,1.0,lsc_composite
4123,0.5535,lsc_tail_cusum
4124,0.481,lsc_composite
4125,0.5535,lsc_tail_cusum
4126,0.481,lsc_composite
4127,0.2774,lsc_kalman_cusum
4128,0.5535,lsc_tail_cusum
4129,0.481,lsc_composite
4130,0.1492,raw_var_cusum
4131,0.1492,raw_var_cusum
4132,0.10165,lsc_composite
4133,0.481,lsc_composite
4134,0.14915,lsc_tail_cusum
4135,0.2774,lsc_kalman_cusum
4136,0.0198,lsc_tail_cusum
4137,0.10165,lsc_composite
4138,0.1492,raw_var_cusum
4139,0.5535,lsc_tail_cusum
4140,0.481,lsc_composite
4141,0.10165,lsc_composite
4142,0.481,lsc_composite
4143,0.2774,lsc_kalman_cusum
4144,0.1492,raw_var_cusum
4145,0.14915,lsc_tail_cusum
4146,0.2774,lsc_kalman_cusum
4147,1.0,lsc_composite
4148,0.1492,raw_var_cusum
4149,0.2774,lsc_kalman_cusum
4150,1.0,lsc_composite
4151,0.5619,raw_var_cusum
4152,0.5535,lsc_tail_cusum
4153,0.5619,raw_var_cusum
4154,0.1521,raw_cusum
4155,0.481,lsc_composite
4156,0.10165,lsc_composite
4157,0.10165,lsc_composite
4158,0.481,lsc_composite
4159,0.481,lsc_composite
4160,0.2774,lsc_kalman_cusum
4161,0.14915,lsc_tail_cusum
4162,0.10165,lsc_composite
4163,0.1492,raw_var_cusum
4164,0.5535,lsc_tail_cusum
4165,0.5535,lsc_tail_cusum
4166,0.2774,lsc_kalman_cusum
4167,0.5535,lsc_tail_cusum
4168,0.481,lsc_composite
4169,0.10165,lsc_composite
4170,0.2774,lsc_kalman_cusum
4171,0.10165,lsc_composite
4172,1.0,lsc_composite
4173,0.1492,raw_var_cusum
4174,0.481,lsc_composite
4175,0.14915,lsc_tail_cusum
4176,0.481,lsc_composite
4177,0.5535,lsc_tail_cusum
4178,0.481,lsc_composite
4179,0.1521,raw_cusum
4180,0.1521,raw_cusum
4181,0.1521,raw_cusum
4182,0.481,lsc_composite
4183,0.2774,lsc_kalman_cusum
4184,0.10165,lsc_composite
4185,0.1492,raw_var_cusum
4186,0.481,lsc_composite
4187,0.1521,raw_cusum
4188,0.5535,lsc_tail_cusum
4189,0.2774,lsc_kalman_cusum
4190,0.2774,lsc_kalman_cusum
4191,0.5535,lsc_tail_cusum
4192,0.481,lsc_composite
4193,0.2774,lsc_kalman_cusum
4194,0.2774,lsc_kalman_cusum
4195,0.1521,raw_cusum
4196,0.481,lsc_composite
4197,0.2774,lsc_kalman_cusum
4198,0.5535,lsc_tail_cusum
4199,0.14915,lsc_tail_cusum
4200,0.1492,raw_var_cusum
4201,0.2774,lsc_kalman_cusum
4202,0.481,lsc_composite
4203,0.5619,raw_var_cusum
4204,0.02015,lsc_kalman_cusum
4205,0.5619,raw_var_cusum
4206,0.2774,lsc_kalman_cusum
4207,0.14915,lsc_tail_cusum
4208,0.10165,lsc_composite
4209,0.481,lsc_composite
4210,1.0,lsc_composite
4211,0.14915,lsc_tail_cusum
4212,0.481,lsc_composite
4213,0.2774,lsc_kalman_cusum
4214,0.481,lsc_composite
4215,0.5535,lsc_tail_cusum
4216,0.481,lsc_composite
4217,0.2774,lsc_kalman_cusum
4218,0.5619,raw_var_cusum
4219,0.5619,raw_var_cusum
4220,0.5619,raw_var_cusum
4221,1.0,lsc_composite
4222,1.0,lsc_composite
4223,0.14915,lsc_tail_cusum
4224,0.481,lsc_composite
4225,0.481,lsc_composite
4226,0.1521,raw_cusum
4227,0.481,lsc_composite
4228,1.0,lsc_composite
4229,0.5535,lsc_tail_cusum
4230,0.14915,lsc_tail_cusum
4231,0.2774,lsc_kalman_cusum
4232,0.481,lsc_composite
4233,0.481,lsc_composite
4234,0.2774,lsc_kalman_cusum
4235,0.481,lsc_composite
4236,0.481,lsc_composite
4237,0.2774,lsc_kalman_cusum
4238,0.2774,lsc_kalman_cusum
4239,0.481,lsc_composite
4240,0.5535,lsc_tail_cusum
4241,0.1492,raw_var_cusum
4242,0.2774,lsc_kalman_cusum
4243,0.10165,lsc_composite
4244,0.14915,lsc_tail_cusum
4245,0.14915,lsc_tail_cusum
4246,0.14915,lsc_tail_cusum
4247,0.0183,raw_var_cusum
4248,1.0,lsc_composite
4249,0.10165,lsc_composite
4250,0.2774,lsc_kalman_cusum
4251,0.10165,lsc_composite
4252,0.2774,lsc_kalman_cusum
4253,0.2774,lsc_kalman_cusum
4254,1.0,lsc_composite
4255,0.02015,lsc_kalman_cusum
4256,0.10165,lsc_composite
4257,0.10165,lsc_composite
4258,0.2774,lsc_kalman_cusum
4259,0.1521,raw_cusum
4260,0.5535,lsc_tail_cusum
4261,0.5619,raw_var_cusum
4262,0.5619,raw_var_cusum
4263,0.5535,lsc_tail_cusum
4264,0.10165,lsc_composite
4265,0.14915,lsc_tail_cusum
4266,0.1492,raw_var_cusum
4267,0.1521,raw_cusum
4268,1.0,lsc_composite
4269,0.1521,raw_cusum
4270,0.0183,raw_var_cusum
4271,1.0,lsc_composite
4272,0.0198,lsc_tail_cusum
4273,0.2774,lsc_kalman_cusum
4274,0.481,lsc_composite
4275,0.481,lsc_composite
4276,0.1521,raw_cusum
4277,0.481,lsc_composite
4278,0.02015,lsc_kalman_cusum
4279,0.1521,raw_cusum
4280,0.1521,raw_cusum
4281,0.481,lsc_composite
4282,0.481,lsc_composite
4283,0.481,lsc_composite
4284,0.481,lsc_composite
4285,0.1521,raw_cusum
4286,0.1492,raw_var_cusum
4287,0.5619,raw_var_cusum
4288,0.2774,lsc_kalman_cusum
4289,0.2774,lsc_kalman_cusum
4290,0.5619,raw_var_cusum
4291,0.5535,lsc_tail_cusum
4292,0.2774,lsc_kalman_cusum
4293,0.1492,raw_var_cusum
4294,0.1492,raw_var_cusum
4295,0.2774,lsc_kalman_cusum
4296,1.0,lsc_composite
4297,0.1492,raw_var_cusum
4298,0.14915,lsc_tail_cusum
4299,0.5535,lsc_tail_cusum
4300,0.1521,raw_cusum
4301,0.1492,raw_var_cusum
4302,0.481,lsc_composite
4303,0.1492,raw_var_cusum
4304,0.5619,raw_var_cusum
4305,0.14915,lsc_tail_cusum
4306,0.1521,raw_cusum
4307,0.5535,lsc_tail_cusum
4308,0.2774,lsc_kalman_cusum
4309,0.1492,raw_var_cusum
4310,0.2774,lsc_kalman_cusum
4311,0.1521,raw_cusum
4312,0.481,lsc_composite
4313,0.1492,raw_var_cusum
4314,0.2774,lsc_kalman_cusum
4315,1.0,lsc_composite
4316,0.481,lsc_composite
4317,0.14915,lsc_tail_cusum
4318,0.481,lsc_composite
4319,0.14915,lsc_tail_cusum
4320,0.2774,lsc_kalman_cusum
4321,0.1521,raw_cusum
4322,0.2774,lsc_kalman_cusum
4323,0.5619,raw_var_cusum
4324,0.2774,lsc_kalman_cusum
4325,0.1492,raw_var_cusum
4326,0.2774,lsc_kalman_cusum
4327,0.2774,lsc_kalman_cusum
4328,0.2774,lsc_kalman_cusum
4329,0.481,lsc_composite
4330,0.5535,lsc_tail_cusum
4331,0.10165,lsc_composite
4332,0.10165,lsc_composite
4333,0.1521,raw_cusum
4334,0.5535,lsc_tail_cusum
4335,0.481,lsc_composite
4336,0.0198,lsc_tail_cusum
4337,0.14915,lsc_tail_cusum
4338,0.1492,raw_var_cusum
4339,0.2774,lsc_kalman_cusum
4340,0.2774,lsc_kalman_cusum
4341,0.1521,raw_cusum
4342,0.481,lsc_composite
4343,0.5535,lsc_tail_cusum
4344,0.1521,raw_cusum
4345,0.1521,raw_cusum
4346,0.5619,raw_var_cusum
4347,0.481,lsc_composite
4348,0.1492,raw_var_cusum
4349,0.5535,lsc_tail_cusum
4350,0.10165,lsc_composite
4351,0.481,lsc_composite
4352,1.0,lsc_composite
4353,0.481,lsc_composite
4354,0.2774,lsc_kalman_cusum
4355,0.481,lsc_composite
4356,0.481,lsc_composite
4357,0.1492,raw_var_cusum
4358,0.14915,lsc_tail_cusum
4359,0.14915,lsc_tail_cusum
4360,0.481,lsc_composite
4361,0.481,lsc_composite
4362,0.02015,lsc_kalman_cusum
4363,0.1521,raw_cusum
4364,0.14915,lsc_tail_cusum
4365,0.5535,lsc_tail_cusum
4366,0.02015,lsc_kalman_cusum
4367,0.1492,raw_var_cusum
4368,0.2774,lsc_kalman_cusum
4369,0.5535,lsc_tail_cusum
4370,0.2774,lsc_kalman_cusum
4371,0.2774,lsc_kalman_cusum
4372,0.2774,lsc_kalman_cusum
4373,0.14915,lsc_tail_cusum
4374,0.5535,lsc_tail_cusum
4375,0.10165,lsc_composite
4376,0.2774,lsc_kalman_cusum
4377,0.5535,lsc_tail_cusum
4378,0.00925,lsc_composite
4379,0.481,lsc_composite
4380,0.481,lsc_composite
4381,0.5535,lsc_tail_cusum
4382,0.481,lsc_composite
4383,0.5535,lsc_tail_cusum
4384,0.5535,lsc_tail_cusum
4385,0.10165,lsc_composite
4386,0.5535,lsc_tail_cusum
4387,0.481,lsc_composite
4388,0.10165,lsc_composite
4389,0.10165,lsc_composite
4390,0.1521,raw_cusum
4391,0.1492,raw_var_cusum
4392,0.2774,lsc_kalman_cusum
4393,0.2774,lsc_kalman_cusum
4394,0.481,lsc_composite
4395,0.481,lsc_composite
4396,0.1492,raw_var_cusum
4397,0.0183,raw_var_cusum
4398,0.481,lsc_composite
4399,0.10165,lsc_composite
4400,0.2774,lsc_kalman_cusum
4401,0.481,lsc_composite
4402,0.481,lsc_composite
4403,0.14915,lsc_tail_cusum
4404,0.5619,raw_var_cusum
4405,0.1492,raw_var_cusum
4406,0.2774,lsc_kalman_cusum
4407,0.5535,lsc_tail_cusum
4408,0.14915,lsc_tail_cusum
4409,0.5535,lsc_tail_cusum
4410,0.481,lsc_composite
4411,1.0,lsc_composite
4412,0.14915,lsc_tail_cusum
4413,0.481,lsc_composite
4414,0.00015,lsc_composite
4415,0.14915,lsc_tail_cusum
4416,0.481,lsc_composite
4417,0.14915,lsc_tail_cusum
4418,0.14915,lsc_tail_cusum
4419,0.2774,lsc_kalman_cusum
4420,0.10165,lsc_composite
4421,1.0,lsc_composite
4422,0.2774,lsc_kalman_cusum
4423,0.1521,raw_cusum
4424,0.14915,lsc_tail_cusum
4425,0.481,lsc_composite
4426,0.10165,lsc_composite
4427,0.14915,lsc_tail_cusum
4428,0.5535,lsc_tail_cusum
4429,0.10165,lsc_composite
4430,0.0198,lsc_tail_cusum
4431,0.1492,raw_var_cusum
4432,0.481,lsc_composite
4433,1.0,lsc_composite
4434,0.0198,lsc_tail_cusum
4435,0.1521,raw_cusum
4436,0.2774,lsc_kalman_cusum
4437,0.481,lsc_composite
4438,0.10165,lsc_composite
4439,0.10165,lsc_composite
4440,0.2774,lsc_kalman_cusum
4441,1.0,lsc_composite
4442,0.2774,lsc_kalman_cusum
4443,0.481,lsc_composite
4444,0.02015,lsc_kalman_cusum
4445,0.14915,lsc_tail_cusum
4446,0.14915,lsc_tail_cusum
4447,1.0,lsc_composite
4448,0.10165,lsc_composite
4449,1.0,lsc_composite
4450,0.1521,raw_cusum
4451,0.10165,lsc_composite
4452,0.14915,lsc_tail_cusum
4453,0.10165,lsc_composite
4454,0.1521,raw_cusum
4455,0.14915,lsc_tail_cusum
4456,0.14915,lsc_tail_cusum
4457,0.481,lsc_composite
4458,0.5535,lsc_tail_cusum
4459,0.1492,raw_var_cusum
4460,0.5535,lsc_tail_cusum
4461,0.5535,lsc_tail_cusum
4462,0.1492,raw_var_cusum
4463,0.1492,raw_var_cusum
4464,0.14915,lsc_tail_cusum
4465,0.481,lsc_composite
4466,0.14915,lsc_tail_cusum
4467,0.10165,lsc_composite
4468,0.5535,lsc_tail_cusum
4469,0.14915,lsc_tail_cusum
4470,0.10165,lsc_composite
4471,0.1492,raw_var_cusum
4472,0.14915,lsc_tail_cusum
4473,0.5619,raw_var_cusum
4474,0.2774,lsc_kalman_cusum
4475,0.02015,lsc_kalman_cusum
4476,0.5535,lsc_tail_cusum
4477,0.2774,lsc_kalman_cusum
4478,0.14915,lsc_tail_cusum
4479,0.0183,raw_var_cusum
4480,0.10165,lsc_composite
4481,0.481,lsc_composite
4482,0.14915,lsc_tail_cusum
4483,0.2774,lsc_kalman_cusum
4484,0.2774,lsc_kalman_cusum
4485,0.5619,raw_var_cusum
4486,0.2774,lsc_kalman_cusum
4487,0.14915,lsc_tail_cusum
4488,0.14915,lsc_tail_cusum
4489,0.5535,lsc_tail_cusum
4490,0.10165,lsc_composite
4491,0.5535,lsc_tail_cusum
4492,0.481,lsc_composite
4493,0.1492,raw_var_cusum
4494,0.481,lsc_composite
4495,0.5535,lsc_tail_cusum
4496,0.2774,lsc_kalman_cusum
4497,0.5535,lsc_tail_cusum
4498,0.14915,lsc_tail_cusum
4499,0.5619,raw_var_cusum
4500,0.10165,lsc_composite
4501,1.0,lsc_composite
4502,0.1492,raw_var_cusum
4503,0.0183,raw_var_cusum
4504,0.481,lsc_composite
4505,0.5535,lsc_tail_cusum
4506,0.481,lsc_composite
4507,0.481,lsc_composite
4508,0.14915,lsc_tail_cusum
4509,0.481,lsc_composite
4510,0.5619,raw_var_cusum
4511,1.0,lsc_composite
4512,0.1521,raw_cusum
4513,0.481,lsc_composite
4514,0.10165,lsc_composite
4515,0.2774,lsc_kalman_cusum
4516,0.2774,lsc_kalman_cusum
4517,0.5619,raw_var_cusum
4518,1.0,lsc_composite
4519,1.0,lsc_composite
4520,0.1521,raw_cusum
4521,0.1492,raw_var_cusum
4522,0.2774,lsc_kalman_cusum
4523,0.1521,raw_cusum
4524,0.5535,lsc_tail_cusum
4525,0.481,lsc_composite
4526,0.481,lsc_composite
4527,1.0,lsc_composite
4528,0.10165,lsc_composite
4529,0.5535,lsc_tail_cusum
4530,0.2774,lsc_kalman_cusum
4531,0.5619,raw_var_cusum
4532,0.10165,lsc_composite
4533,0.10165,lsc_composite
4534,1.0,lsc_composite
4535,0.481,lsc_composite
4536,0.14915,lsc_tail_cusum
4537,0.481,lsc_composite
4538,0.1521,raw_cusum
4539,0.14915,lsc_tail_cusum
4540,0.1521,raw_cusum
4541,0.1521,raw_cusum
4542,0.481,lsc_composite
4543,0.1521,raw_cusum
4544,1.0,lsc_composite
4545,0.02015,lsc_kalman_cusum
4546,0.14915,lsc_tail_cusum
4547,0.14915,lsc_tail_cusum
4548,0.0198,lsc_tail_cusum
4549,0.5535,lsc_tail_cusum
4550,0.2774,lsc_kalman_cusum
4551,0.10165,lsc_composite
4552,0.10165,lsc_composite
4553,0.1521,raw_cusum
4554,0.14915,lsc_tail_cusum
4555,0.2774,lsc_kalman_cusum
4556,0.5535,lsc_tail_cusum
4557,0.481,lsc_composite
4558,0.2774,lsc_kalman_cusum
4559,0.2774,lsc_kalman_cusum
4560,1.0,lsc_composite
4561,0.481,lsc_composite
4562,1.0,lsc_composite
4563,0.10165,lsc_composite
4564,1.0,lsc_composite
4565,0.14915,lsc_tail_cusum
4566,1.0,lsc_composite
4567,0.14915,lsc_tail_cusum
4568,0.14915,lsc_tail_cusum
4569,0.5535,lsc_tail_cusum
4570,0.5535,lsc_tail_cusum
4571,0.481,lsc_composite
4572,0.5535,lsc_tail_cusum
4573,0.2774,lsc_kalman_cusum
4574,0.10165,lsc_composite
4575,0.10165,lsc_composite
4576,0.2774,lsc_kalman_cusum
4577,0.481,lsc_composite
4578,0.0198,lsc_tail_cusum
4579,0.14915,lsc_tail_cusum
4580,1.0,lsc_composite
4581,1.0,lsc_composite
4582,0.481,lsc_composite
4583,0.1521,raw_cusum
4584,0.5619,raw_var_cusum
4585,0.481,lsc_composite
4586,0.481,lsc_composite
4587,0.14915,lsc_tail_cusum
4588,0.14915,lsc_tail_cusum
4589,0.00925,lsc_composite
4590,0.2774,lsc_kalman_cusum
4591,0.481,lsc_composite
4592,0.10165,lsc_composite
4593,0.2774,lsc_kalman_cusum
4594,0.481,lsc_composite
4595,0.2774,lsc_kalman_cusum
4596,0.1492,raw_var_cusum
4597,0.481,lsc_composite
4598,0.10165,lsc_composite
4599,0.1521,raw_cusum
4600,1.0,lsc_composite
4601,0.1492,raw_var_cusum
4602,0.0183,raw_var_cusum
4603,0.14915,lsc_tail_cusum
4604,0.2774,lsc_kalman_cusum
4605,0.2774,lsc_kalman_cusum
4606,0.10165,lsc_composite
4607,0.14915,lsc_tail_cusum
4608,0.1521,raw_cusum
4609,0.481,lsc_composite
4610,1.0,lsc_composite
4611,0.02015,lsc_kalman_cusum
4612,0.1492,raw_var_cusum
4613,0.1521,raw_cusum
4614,0.10165,lsc_composite
4615,0.2774,lsc_kalman_cusum
4616,0.1521,raw_cusum
4617,0.481,lsc_composite
4618,0.2774,lsc_kalman_cusum
4619,0.481,lsc_composite
4620,0.1492,raw_var_cusum
4621,0.10165,lsc_composite
4622,0.2774,lsc_kalman_cusum
4623,0.14915,lsc_tail_cusum
4624,0.1492,raw_var_cusum
4625,0.10165,lsc_composite
4626,0.1521,raw_cusum
4627,0.1492,raw_var_cusum
4628,0.481,lsc_composite
4629,0.0198,lsc_tail_cusum
4630,0.2774,lsc_kalman_cusum
4631,0.0198,lsc_tail_cusum
4632,0.1521,raw_cusum
4633,0.1492,raw_var_cusum
4634,1.0,lsc_composite
4635,0.0183,raw_var_cusum
4636,0.14915,lsc_tail_cusum
4637,0.481,lsc_composite
4638,0.5619,raw_var_cusum
4639,0.1521,raw_cusum
4640,0.5535,lsc_tail_cusum
4641,0.10165,lsc_composite
4642,0.10165,lsc_composite
4643,0.14915,lsc_tail_cusum
4644,0.1492,raw_var_cusum
4645,0.14915,lsc_tail_cusum
4646,0.1521,raw_cusum
4647,0.481,lsc_composite
4648,0.5619,raw_var_cusum
4649,0.481,lsc_composite
4650,0.481,lsc_composite
4651,0.5619,raw_var_cusum
4652,0.10165,lsc_composite
4653,0.10165,lsc_composite
4654,0.5535,lsc_tail_cusum
4655,0.1492,raw_var_cusum
4656,0.5535,lsc_tail_cusum
4657,0.2774,lsc_kalman_cusum
