segment,method,date,score,threshold,score_over_threshold
0,lsc_composite,1958-01-01,1.7956137291149668,11.459065680539819,0.15669809207607038
0,lsc_composite,1958-02-01,1.8395726287203578,11.459065680539819,0.1605342599479453
0,lsc_composite,1958-03-01,2.553718254083611,11.459065680539819,0.22285571313378746
0,lsc_composite,1958-04-01,2.501653815413162,11.459065680539819,0.21831219797104023
0,lsc_composite,1958-05-01,2.214387982316903,11.459065680539819,0.19324332751469023
0,lsc_composite,1958-06-01,1.745593275060686,11.459065680539819,0.15233294962477723
0,lsc_composite,1958-07-01,1.8538299400059504,11.459065680539819,0.1617784548660183
0,lsc_composite,1958-08-01,2.136204087041548,11.459065680539819,0.18642044182269796
0,lsc_composite,1958-09-01,2.181174063054479,11.459065680539819,0.19034484345077313
0,lsc_composite,1958-10-01,2.576253928352784,11.459065680539819,0.22482233719349975
0,lsc_composite,1958-11-01,4.131317324318746,11.459065680539819,0.3605282873397516
0,lsc_composite,1958-12-01,1.9090902459809858,11.459065680539819,0.16660086425920995
0,lsc_composite,1959-01-01,2.0797382816198464,11.459065680539819,0.18149283192884824
0,lsc_composite,1959-02-01,2.346499346554123,11.459065680539819,0.2047723097127394
0,lsc_composite,1959-03-01,2.61134069461429,11.459065680539819,0.22788425927682382
0,lsc_composite,1959-04-01,2.6485095372009155,11.459065680539819,0.23112787822646882
0,lsc_composite,1959-05-01,2.497786739347227,11.459065680539819,0.21797472926514896
0,lsc_composite,1959-06-01,2.2551679476320095,11.459065680539819,0.1968020788520144
0,lsc_composite,1959-07-01,1.6049171613223017,11.459065680539819,0.14005654614999086
0,lsc_composite,1959-08-01,2.8948657308050585,11.459065680539819,0.2526266810496792
0,lsc_composite,1959-09-01,1.50633289373776,11.459065680539819,0.13145337811405222
0,lsc_composite,1959-10-01,1.533419593746026,11.459065680539819,0.13381715721816065
0,lsc_composite,1959-11-01,2.540869545679252,11.459065680539819,0.22173444297419853
0,lsc_composite,1959-12-01,5.495685684322281,11.459065680539819,0.47959282523838265
0,lsc_composite,1960-01-01,6.73660538310484,11.459065680539819,0.5878843503397643
0,lsc_composite,1960-02-01,8.039651385000154,11.459065680539819,0.7015974608342953
0,lsc_composite,1960-03-01,7.1227834375597645,11.459065680539819,0.6215850084231493
0,lsc_composite,1960-04-01,6.180123230070045,11.459065680539819,0.5393217389935502
0,lsc_composite,1960-05-01,5.640887403026105,11.459065680539819,0.49226416535910555
0,lsc_composite,1960-06-01,4.2461813637637835,11.459065680539819,0.3705521446634864
0,lsc_composite,1960-07-01,3.4328621614013075,11.459065680539819,0.29957609608880353
0,lsc_composite,1960-08-01,3.480528216176846,11.459065680539819,0.30373577682581915
0,lsc_composite,1960-09-01,3.218870430714731,11.459065680539819,0.2809016476955122
0,lsc_composite,1960-10-01,2.859794819560252,11.459065680539819,0.24956614258847074
0,lsc_composite,1960-11-01,3.0082017183572103,11.459065680539819,0.26251718964015036
0,lsc_composite,1960-12-01,2.753179614775738,11.459065680539819,0.24026213755378703
0,lsc_composite,1961-01-01,2.41278870099775,11.459065680539819,0.21055719272952864
0,lsc_composite,1961-02-01,2.3888251494160633,11.459065680539819,0.20846596188665265
0,lsc_composite,1961-03-01,2.360441919226464,11.459065680539819,0.205989038289138
0,lsc_composite,1961-04-01,2.3434543970490536,11.459065680539819,0.20450658564849564
0,lsc_composite,1961-05-01,2.2659448326409803,11.459065680539819,0.197742546889236
0,lsc_composite,1961-06-01,2.1603316494588745,11.459065680539819,0.18852598542371776
0,lsc_composite,1961-07-01,1.8842802213689467,11.459065680539819,0.16443576412768943
0,lsc_composite,1961-08-01,2.097436871016866,11.459065680539819,0.1830373373789807
0,lsc_composite,1961-09-01,1.912452361685696,11.459065680539819,0.16689426651367298
0,lsc_composite,1961-10-01,2.296550745392104,11.459065680539819,0.2004134376585506
0,lsc_composite,1961-11-01,2.020445948574838,11.459065680539819,0.17631855902580512
0,lsc_composite,1961-12-01,2.080177519270836,11.459065680539819,0.18153116294668467
0,lsc_composite,1962-01-01,2.0575539412781914,11.459065680539819,0.17955686777957827
