phi,snr,rho,T_star,cutoff_time,n_survived_transient,n_total,observed_post_transient_rate,mu_inf,k,h,L,bound_value,bound_vacuous,observed_leq_bound
0.95,0.5,0.7931,13,263,477,500,0.5429769392033543,0.4685,0.5,22.1451,237,59.031449284942944,True,
