t,Y,raw_var_cusum_score
4.070000000000000000e+02,2.417685691989967189e+00,3.285025884555176390e+02
4.080000000000000000e+02,-1.293657734888382649e+00,3.284268463000049678e+02
4.090000000000000000e+02,1.645692168420171297e+00,3.297968061328364797e+02
4.100000000000000000e+02,1.577856606314726351e+00,3.309876392746070337e+02
4.110000000000000000e+02,2.242694015720108514e+00,3.342310506910858408e+02
4.120000000000000000e+02,3.089003474588262854e+00,3.410443068040895582e+02
4.130000000000000000e+02,4.322771086748920522e-01,3.402503069647798952e+02
4.140000000000000000e+02,-1.418713690436248731e+00,3.403998223800995788e+02
4.150000000000000000e+02,1.492862692630630317e+00,3.413759405747582036e+02
4.160000000000000000e+02,-2.953285543873646279e+00,3.461953969398439312e+02
4.170000000000000000e+02,2.574505883651758253e+00,3.507106872110217068e+02
4.180000000000000000e+02,-5.499794588869943990e-02,3.496678190505652992e+02
4.190000000000000000e+02,2.766336740801210947e+00,3.549935898865724653e+02
4.200000000000000000e+02,-2.128668952982186724e+00,3.568655235649313227e+02
4.210000000000000000e+02,8.940843324078164844e-01,3.566353599265491994e+02
4.220000000000000000e+02,-2.121280847068289788e+00,3.584854852026415415e+02
4.230000000000000000e+02,1.169886631184282044e-01,3.574898796651129942e+02
4.240000000000000000e+02,-2.809124100765877596e+00,3.617206381741311816e+02
4.250000000000000000e+02,-6.881244179508795300e-01,3.608852220972133864e+02
4.260000000000000000e+02,-2.227099466129517147e+00,3.630554996526971649e+02
4.270000000000000000e+02,-9.145401562857109479e-01,3.624399014129151055e+02
4.280000000000000000e+02,-1.319514840554008916e+00,3.624088150899851257e+02
4.290000000000000000e+02,-1.126116526533216700e+00,3.620679719014059401e+02
4.300000000000000000e+02,5.032336644916303170e-01,3.613398523953317181e+02
4.310000000000000000e+02,4.497069501187760387e-01,3.605613373322946700e+02
4.320000000000000000e+02,1.164958223429372941e+00,3.608104038462295762e+02
4.330000000000000000e+02,2.603762993997709607e+00,3.654457454275593591e+02
4.340000000000000000e+02,1.632323625066490758e+00,3.667798593924633792e+02
4.350000000000000000e+02,9.730421036596257345e-01,3.666780486533218095e+02
4.360000000000000000e+02,2.981320609751688666e-01,3.657800887669251892e+02
4.370000000000000000e+02,5.087700084010642332e-01,3.650574264342465653e+02
4.380000000000000000e+02,4.961952902451749470e-02,3.640380335654661508e+02
4.390000000000000000e+02,6.500250363038359014e-01,3.634701223319106020e+02
4.400000000000000000e+02,-5.176728917903867799e-01,3.625198418471393893e+02
4.410000000000000000e+02,9.308379695889917871e-01,3.623482637926068151e+02
4.420000000000000000e+02,-9.353707950305731877e-01,3.617567431485616112e+02
4.430000000000000000e+02,-1.938499589814629775e+00,3.630933404733179941e+02
4.440000000000000000e+02,1.468695492338825570e+00,3.640103806489811973e+02
4.450000000000000000e+02,-1.670017816603292182e+00,3.646833336391425178e+02
4.460000000000000000e+02,8.840211289158350638e-01,3.644374817211995037e+02
4.470000000000000000e+02,-1.157237029814462526e+00,3.641427037142889276e+02
4.480000000000000000e+02,-1.829514242641389732e+00,3.651968990081183506e+02
4.490000000000000000e+02,2.083090565778479064e+00,3.678872196937426793e+02
4.500000000000000000e+02,1.624085787426078564e+00,3.691993782461651108e+02
4.510000000000000000e+02,-1.447047244251204567e+00,3.694031817646178411e+02
4.520000000000000000e+02,1.649627084421286805e+00,3.707837434711003652e+02
4.530000000000000000e+02,1.155479585915720475e-01,3.697875581598108283e+02
4.540000000000000000e+02,1.509842518924509047e+00,3.708057072668099750e+02
4.550000000000000000e+02,-2.591450054781813117e-01,3.697641981467569394e+02
4.560000000000000000e+02,1.501181506447302194e+00,3.707608543532628005e+02
4.570000000000000000e+02,-1.547925011589487809e+00,3.711676970524425769e+02
4.580000000000000000e+02,1.887424822770062960e+00,3.732319739382781449e+02
4.590000000000000000e+02,1.423649809851302017e-01,3.722470896663512008e+02
4.600000000000000000e+02,6.793174194846398617e-01,3.717150078455914581e+02
4.610000000000000000e+02,-7.775588021943739825e-02,3.706692021700782220e+02
4.620000000000000000e+02,2.135019566964349025e+00,3.735352938499285074e+02
4.630000000000000000e+02,7.156382934027333276e-02,3.725229033636343274e+02
4.640000000000000000e+02,2.469127594756066468e+00,3.766164093405737958e+02
4.650000000000000000e+02,1.805663570474086432e-01,3.756494822461649505e+02
4.660000000000000000e+02,3.158615480585219792e+00,3.828040819929595955e+02
4.670000000000000000e+02,1.103187570144289475e+00,3.829341984630694924e+02
4.680000000000000000e+02,2.213372134022913773e+00,3.860731390731597230e+02
4.690000000000000000e+02,-1.851593289697522904e-02,3.850365971069435318e+02
4.700000000000000000e+02,1.671939940481704578e+00,3.864777147607200050e+02
4.710000000000000000e+02,-7.265438283573810718e-01,3.856741937670865923e+02
4.720000000000000000e+02,-4.486617508725415648e-01,3.846897739578084838e+02
4.730000000000000000e+02,9.475280581329603713e-01,3.845454675044012447e+02
4.740000000000000000e+02,-9.804305537771617063e-01,3.840082519783941279e+02
4.750000000000000000e+02,-2.438335585918005588e-02,3.829705581503533836e+02
4.760000000000000000e+02,1.363387428488783915e+00,3.836403700367699230e+02
4.770000000000000000e+02,1.749742943060832001e+00,3.852984698031165749e+02
4.780000000000000000e+02,-1.441985330718120295e+00,3.854924863649320059e+02
4.790000000000000000e+02,-5.449695296066908723e-01,3.845576765270965893e+02
4.800000000000000000e+02,8.061560634836301142e-01,3.841955582167218495e+02
4.810000000000000000e+02,-1.128305700275536116e+00,3.838579080920360980e+02
4.820000000000000000e+02,-1.056253890584954558e+00,3.834189320800384166e+02
4.830000000000000000e+02,2.191747119337549954e+00,3.864816494420129516e+02
4.840000000000000000e+02,9.527695577432915286e-01,3.863459936183680270e+02
4.850000000000000000e+02,-3.398807192563045865e-01,3.853222330553893471e+02
4.860000000000000000e+02,-1.576548118519435215e+00,3.857894599315905566e+02
4.870000000000000000e+02,1.543060537519235220e+00,3.868910828358555136e+02
4.880000000000000000e+02,-2.886576510230984827e+00,3.914342598007578431e+02
4.890000000000000000e+02,-9.442117073084398404e-01,3.908531544352349556e+02
4.900000000000000000e+02,-1.027332626901217960e+00,3.903756919204886344e+02
4.910000000000000000e+02,4.288506066794547378e-01,3.895787014329565068e+02
4.920000000000000000e+02,-8.088888012463015809e-01,3.888509830721926619e+02
4.930000000000000000e+02,-1.722437837863912247e+00,3.896450348058031068e+02
4.940000000000000000e+02,-8.222394821290778255e-01,3.889305624402741159e+02
4.950000000000000000e+02,9.251601708717617223e-01,3.887498018983615111e+02
4.960000000000000000e+02,-2.213588305179481797e+00,3.908782684188039411e+02
4.970000000000000000e+02,1.331454077788149837e+00,3.914763909128770933e+02
4.980000000000000000e+02,-1.726861861356032035e+00,3.922808510399514148e+02
4.990000000000000000e+02,-9.619424471938242682e-01,3.917209864084083506e+02
