scenario,method,n,detect_rate,detect_rate_se,pre_break_false_alarm_rate,pre_break_false_alarm_rate_se,miss_rate,miss_rate_se,mean_delay_censored,mean_delay_censored_se,median_delay_detected,mean_delay_detected,mean_delay_detected_se
persistence_up_0.995,lsc_composite_v2,500,0.038,0.008559118940292168,0.008,0.003987957825156938,0.954,0.009377840251121315,244.28225806451613,1.3903358957554461,99.0,100.73684210526316,14.049170566194652
persistence_down_0.80,lsc_composite_v2,500,0.014,0.005259593772650755,0.008,0.003987957825156938,0.978,0.006566447781940087,248.0584677419355,0.8252869215698,105.0,112.42857142857143,29.524692767126254
abrupt_level_3s,lsc_composite_v2,500,0.53,0.022342748192502798,0.008,0.003987957825156938,0.462,0.022318338119870523,162.58064516129033,4.166620123979325,67.0,86.37735849056604,3.700922930012186
variance_x3,lsc_composite_v2,500,0.992,0.003987957825156938,0.008,0.003987957825156938,0.0,0.0,25.215725806451612,0.3338212298044998,26.0,25.215725806451612,0.3338212298044998
