null_max_score
1.396811652913066837e+02
5.867186650147750271e+01
8.402877255006319501e+01
3.839751530815693314e+01
2.886770698600428631e+01
1.165039978140619752e+02
1.746787756927913051e+02
1.197165010519206163e+02
9.046660195583133657e+01
5.612980436162269626e+01
9.384430265380795788e+01
4.619063101452213971e+01
1.106739482135383241e+02
1.106070646394027079e+02
9.089129674959117722e+01
5.158918616235966681e+01
1.682792993388578111e+02
1.233640944849403809e+02
3.561518099445251551e+01
2.336605302387619432e+01
3.758638565518332371e+02
1.149498264803017946e+02
1.906294507879111109e+02
4.253447794953547856e+01
2.701909765181942191e+01
7.661649256404390940e+01
3.770184450938337051e+01
4.157030877520936940e+01
3.963522817516567898e+01
8.274551725072110742e+01
7.994439388584946471e+01
2.340988748906596300e+02
8.131855207477501324e+01
1.629010970568748462e+02
5.651172120119466058e+01
4.244205110937773640e+01
1.830097898359293538e+02
2.703350687960592609e+02
3.831308558923346652e+01
2.975568344480369660e+02
4.117816128787953289e+01
1.063819220606192886e+02
6.377380406541074365e+01
5.693318685607387408e+01
2.270498988587284543e+02
3.267147765124150283e+02
2.107448913848623704e+02
1.200859496805304474e+02
3.347030172263865211e+01
1.880826548126522937e+02
2.980956636181814474e+02
1.023962250231548694e+02
3.471425796458447621e+01
2.056773729904865533e+01
8.074152580007300628e+01
1.864736424320495303e+02
2.969947728554502930e+01
7.384703145967904447e+01
9.293602521333183120e+01
2.388541122158408996e+02
1.403981280806265488e+02
1.390728223814876969e+02
4.631253520339815566e+01
8.179515082653890090e+01
9.037992953684121744e+01
4.589165106440728437e+01
5.025985691208649797e+01
1.489451104377262141e+02
5.089518376399816901e+01
6.540156918873564962e+01
3.081645312107545109e+01
3.964520717067910027e+01
1.701638230278039998e+02
5.854296638785811524e+01
1.045355425491635231e+02
2.543639880409401997e+02
8.066969704210133330e+01
1.645700632036224533e+02
1.164415388894623931e+02
6.564481814163056583e+01
6.313144223620602702e+01
1.096410595663092806e+02
1.602782315828238495e+02
1.102291149626845197e+02
2.539658953281334277e+02
4.487539994961567231e+02
1.120868258793680496e+02
5.504152893294520510e+01
1.354917994722668197e+02
7.057106371820421487e+01
1.036074299587018714e+02
7.677558264952288880e+01
8.647570794701515240e+01
2.130487806024935935e+02
2.531818803096890846e+01
2.651529737530834652e+01
5.309389190806169267e+01
1.640588476493696533e+02
1.115699994522411203e+02
5.237083967780592531e+01
4.416835221294408598e+01
2.605396823900505865e+02
6.743949930127043046e+01
8.406794006241666750e+01
5.595307338652177265e+01
5.933357841350980522e+01
1.037987097322723429e+02
4.647653947213436254e+01
5.664368593292500265e+01
1.522061943508096817e+02
7.500055456544170340e+01
4.414303048950717567e+01
4.769251394302116864e+01
8.048701103453481664e+01
8.296811113538349503e+01
2.602516741309579515e+02
5.810202751823042888e+01
1.290345481654485695e+02
4.715174395893529180e+01
3.651630145228842395e+01
3.753800579136490256e+01
4.099335652253554940e+01
2.186264997295859587e+02
8.038933076902011976e+01
7.186524294797233381e+01
5.963314726402030885e+01
7.217807180733639427e+01
7.962797819054489423e+01
2.162124470584098219e+02
6.720137579665426131e+01
1.444314972186084560e+02
6.950971460330769958e+01
1.823719293212884054e+02
2.512276464114687258e+02
2.781707573763251844e+02
4.772668436893807353e+01
1.070602512813922402e+02
8.718550374251125845e+01
2.176499810258698346e+02
3.498405502305471941e+02
1.020631417464875739e+02
1.337219126012437584e+02
1.358954170391283469e+02
1.141168646536859796e+02
3.879332977117797299e+01
1.004352775047892692e+02
1.969586933161428419e+02
6.837138251154290458e+01
1.539783881520411057e+02
1.826523550964246283e+02
7.950861640791546847e+01
1.023337282805733963e+02
2.819339233133204630e+02
4.832500006115544267e+01
1.268579093615235820e+02
5.286628464107437964e+01
1.456884277851422382e+02
1.322531438316607932e+02
2.229354410670148070e+02
3.194956336745713443e+01
1.736194908547833506e+02
1.405858208413785633e+02
4.563102473294944161e+01
3.874314623960416526e+01
2.135486236115442011e+02
1.555032125312792459e+02
1.104122655524302132e+02
3.453084770173455809e+02
8.064142572742805726e+01
1.606562118409077300e+02
8.198271192994739920e+01
4.448952571572086612e+01
2.133360173956494776e+01
1.794192405818936606e+02
1.172373018140505820e+02
2.066273971230629627e+02
5.049833327296818197e+01
1.207631464765175338e+02
2.954301510385446150e+01
2.064207415797151839e+02
7.261492813017301273e+01
4.162325621499631723e+01
2.330295756080053948e+01
6.413754096560600715e+01
4.683789837551928059e+01
5.781456349195936895e+01
1.321471766815539297e+02
4.221115013612208600e+01
1.139676016525071987e+02
3.574469826768206104e+01
1.276938588144443827e+02
4.652671976543789611e+01
7.840372301533345478e+01
4.292159920532291295e+01
2.185232661827447203e+02
1.494944184147434783e+02
1.418079117408541947e+02
1.341949250682019965e+02
2.755788258041529275e+02
1.193018366050597905e+02
1.707049836302393828e+02
9.707453727468950433e+01
1.058261168487893968e+02
5.157193796731321100e+01
9.935125354393127850e+01
3.420062412906874982e+01
8.799180991453259537e+01
4.136415030482161370e+01
3.024238872170014147e+01
2.624047602440878180e+01
3.468161793970749329e+01
2.413388372424695945e+02
3.516899048162913743e+01
3.052741091139102991e+02
4.807442301211252556e+01
2.337613791163510086e+02
1.359494895737871900e+02
5.513889669893308820e+01
8.410077042647279200e+01
7.474066149688253802e+01
2.210322788493934070e+02
6.775010037639820837e+01
5.515400505988468893e+01
4.500070197109835846e+01
4.370064851289328089e+01
2.529542861079198985e+02
1.312700597472160098e+02
4.796900923145674511e+01
6.380363161752136136e+01
5.144589393470421612e+01
4.209148666250670345e+01
7.312931302209474893e+01
5.218344447126925445e+01
8.502324530894532018e+01
2.101597360554775094e+02
2.373625702862289870e+02
9.486277651607490213e+01
8.531149125328853700e+01
6.550637043398113235e+01
6.202309809358148129e+01
1.037724966934874686e+02
1.073557024651427270e+02
1.899817246401745479e+02
9.962444161077526417e+01
1.170314266532825656e+02
1.413902316942711366e+02
1.157973626680887378e+02
5.396769849219594306e+01
3.217755151735837416e+01
8.978372745811346078e+01
1.572919207897835747e+02
1.215906831079683030e+02
5.326579827242079546e+02
2.522222944994466047e+02
2.624605456520507687e+02
1.201268099411151979e+02
3.483250460550193139e+01
2.830573795330437861e+02
2.000614370465105480e+02
5.336330411759305292e+01
9.777031344040848637e+01
3.238119896216682037e+01
5.542400464722424402e+01
1.318749197683114573e+02
2.489847389825015966e+02
3.512595230113964817e+02
5.279403326740087721e+01
5.720347987765315168e+01
3.811771143480808632e+01
2.246521616831413155e+02
8.687207072842572586e+01
1.706567810680185744e+02
4.343987924117868715e+01
6.577458397264061318e+01
1.800409789764777315e+02
9.873715631586293284e+01
3.850808755358461610e+01
1.780672110417817180e+02
2.792410731412547875e+02
6.939619894352728124e+01
2.343052567086754152e+02
2.967526073306254020e+01
1.463211869577396271e+02
3.763253500807930862e+01
1.152415778005681375e+02
5.561741178367412886e+01
1.541838234500774263e+02
4.330787665343979853e+01
9.528029738231657575e+01
1.901592778957009386e+02
9.643595365586483581e+01
2.218991803186443406e+02
1.409887288855639440e+02
7.052260368606091845e+01
1.058552017731323076e+02
1.333275352373007365e+02
8.580308579688960435e+01
4.958879626618166725e+01
1.070567422412717491e+02
7.195950220884455462e+01
4.086079252245338722e+01
8.044067921266425003e+01
6.876848933757769089e+01
4.295642230635656489e+01
5.360773713347145986e+01
2.708409637391299540e+01
2.742320893272934512e+01
3.603023744079160906e+01
1.886264622708770560e+02
3.768256596665563052e+01
1.389392703248890939e+02
4.619296651012005128e+01
1.827860155666359674e+02
6.255887793434885680e+01
6.199787447700873599e+01
1.269754535064996901e+02
6.578200059344548833e+01
1.743988350572527395e+02
9.932709773957283517e+01
2.102009955970572719e+02
4.444788546738767820e+01
1.816860086797973395e+02
4.021709472827527065e+01
1.507758957867443996e+02
1.184702194756680740e+02
1.328080222258724064e+02
5.482569916514614050e+01
3.518237270398986993e+01
3.861658394685319706e+01
8.727204688920380704e+01
6.935676233983613770e+01
4.649014081178408730e+01
1.245049013376991098e+02
5.195405931660079801e+01
1.816631060787852903e+02
2.568360592739695107e+02
6.305834747722914813e+01
7.347435715090173858e+01
7.917793124245535807e+01
9.804223171460063213e+01
9.544657414271166829e+01
6.842895846865118870e+01
8.863803475042091407e+01
1.698952459570923565e+02
9.235180233422778429e+01
2.032540998695990311e+02
9.959503489296297118e+01
8.954632728867227343e+01
1.269814549786372027e+02
3.638797626308203093e+01
3.335096603930944070e+01
5.722988245140055596e+01
1.614027897049444960e+02
9.768781024162807114e+01
4.532627847632536344e+01
4.799692847386108241e+01
1.318085191589957788e+02
1.422162874329011117e+02
1.172187617982714301e+02
3.460605023273038938e+01
1.715015736287557502e+02
5.383886584704072220e+01
3.915645713813881912e+02
1.970128097900989061e+01
3.239562575449721749e+01
1.118374368108369055e+02
2.627662792482202647e+01
1.511575240906633439e+02
1.611704866085491972e+02
2.449473242855702182e+01
2.331161428020449193e+02
3.025473486636824916e+01
2.417309672752999106e+01
1.059454836715370618e+02
7.011583833126483967e+01
5.753121792898154752e+01
4.664468092882245287e+01
5.316954857874173968e+01
1.016182994993459232e+02
1.108682599731821909e+02
3.704669247622881301e+01
1.149612017305389173e+02
2.849329261430833640e+02
1.284858860089176744e+02
5.779986096685730956e+01
7.227198611863305189e+01
6.188369558798230230e+01
2.107085115366864443e+02
9.968070937035921020e+01
2.333294888949213828e+02
4.121976999784324391e+01
6.705832447891467041e+01
7.224238651172512959e+01
3.649176851817190936e+02
5.846753376134867608e+01
4.598953932164840097e+01
7.862185490293289547e+01
2.965057680865320222e+01
1.277458288242989681e+02
1.538360755475636950e+02
1.000918947289219005e+02
1.354369990503898293e+02
1.141831142153940277e+02
4.681049904959181873e+01
5.848775035545126144e+01
1.328904310235356547e+02
8.384387591856010147e+01
5.062028610272581375e+01
1.756403922825506640e+02
5.401773253822685206e+01
4.412813429489464312e+01
1.244164476569512061e+02
3.212056072089248460e+01
5.015652365142347691e+01
2.377733338516003698e+02
6.030564742763954200e+01
2.502677339493122020e+02
5.814988819113547436e+01
2.150535002266073263e+02
2.947137416838721151e+02
1.660734991648799053e+02
8.701568007126519433e+01
1.099637556859630649e+02
5.406088946625315828e+01
7.831783072254822287e+01
2.226799935656377443e+02
8.349961115560658698e+01
3.312725927279388571e+01
2.530464721024773667e+02
3.660623127912575114e+01
1.424816663340886294e+02
6.705802671053793063e+01
1.770172388597935083e+02
1.218491506066174139e+02
4.602739881458148119e+01
2.540771399408534137e+01
1.168854305303768797e+03
1.734120905218801170e+02
3.556863072481316834e+01
5.958691221867635335e+01
4.177649762483423501e+01
4.979229068764335153e+01
7.416080525481660857e+01
1.035359163427008582e+02
1.047101932563044215e+02
1.192136886967108325e+02
6.556370308802753755e+01
2.991610129124563855e+01
3.613565836547135746e+01
7.019323276063043693e+01
1.608018217575970255e+02
8.646717100241426124e+01
4.034162564897542325e+01
1.656033768191524871e+02
3.187736355477635470e+02
5.862490900085239787e+01
3.411225104996729556e+02
4.936345169734687488e+01
5.328799443072887954e+01
2.114287305212683066e+02
7.361862418305551614e+01
6.137445017182687934e+01
7.441550641466338334e+01
3.299578140212187094e+01
1.419984485909831449e+02
1.031762004307523455e+02
1.042458380330357954e+02
4.247332761414393332e+01
4.576273441862456366e+02
4.301481301286715109e+01
7.925527374671783321e+01
1.346386464221797041e+02
3.962522345936302770e+01
2.429673487726471421e+02
2.747569957719269951e+02
2.637313974031825410e+02
4.657429386508984948e+01
5.173642633210204878e+01
9.793081024043702598e+01
5.411515981396795638e+01
7.985251666696316875e+01
3.155707605907217044e+02
