model,rep,alarmed,hit,alarm_time,attrib_time,attrib_feature
arima,325,True,False,186.0,186,break_pressure
kalman,326,True,True,448.0,448,variance_pressure
arima,326,False,False,,456,variance_pressure
kalman,327,True,True,448.0,448,variance_pressure
arima,327,False,False,,489,variance_pressure
kalman,328,True,True,401.0,401,variance_pressure
arima,328,True,True,456.0,456,variance_pressure
kalman,329,True,True,448.0,448,variance_pressure
arima,329,False,False,,417,break_pressure
kalman,330,True,True,443.0,443,variance_pressure
arima,330,False,False,,489,variance_pressure
kalman,331,True,True,442.0,442,variance_pressure
arima,331,False,False,,460,variance_pressure
kalman,332,True,True,386.0,386,variance_pressure
arima,332,False,False,,456,variance_pressure
kalman,333,True,True,395.0,395,variance_pressure
arima,333,False,False,,460,variance_pressure
kalman,334,True,True,322.0,322,variance_pressure
arima,334,True,True,394.0,394,variance_pressure
kalman,335,True,True,326.0,326,variance_pressure
arima,335,True,True,399.0,399,variance_pressure
kalman,336,True,True,451.0,451,variance_pressure
arima,336,False,False,,456,variance_pressure
kalman,337,False,False,,451,variance_pressure
arima,337,False,False,,456,variance_pressure
kalman,338,True,True,322.0,322,variance_pressure
arima,338,False,False,,460,variance_pressure
kalman,339,True,True,395.0,395,variance_pressure
arima,339,True,False,174.0,174,break_pressure
kalman,340,True,True,349.0,349,variance_pressure
arima,340,True,True,456.0,456,variance_pressure
kalman,341,True,True,443.0,443,variance_pressure
arima,341,False,False,,456,variance_pressure
kalman,342,True,True,409.0,409,variance_pressure
arima,342,False,False,,456,variance_pressure
kalman,343,True,True,409.0,409,variance_pressure
arima,343,True,True,455.0,455,variance_pressure
kalman,344,True,True,387.0,387,variance_pressure
arima,344,False,False,,456,variance_pressure
kalman,345,True,True,395.0,395,variance_pressure
arima,345,False,False,,456,variance_pressure
kalman,346,True,True,451.0,451,variance_pressure
arima,346,False,False,,456,variance_pressure
kalman,347,True,True,451.0,451,variance_pressure
arima,347,False,False,,460,variance_pressure
kalman,348,True,True,483.0,483,variance_pressure
arima,348,False,False,,489,variance_pressure
kalman,349,False,False,,451,variance_pressure
arima,349,False,False,,456,variance_pressure
kalman,350,True,True,451.0,451,variance_pressure
arima,350,True,False,172.0,172,instability
kalman,351,False,False,,451,variance_pressure
arima,351,False,False,,460,variance_pressure
kalman,352,True,True,322.0,322,variance_pressure
arima,352,True,True,394.0,394,variance_pressure
kalman,353,True,True,450.0,450,variance_pressure
arima,353,False,False,,456,variance_pressure
kalman,354,True,True,441.0,441,variance_pressure
arima,354,False,False,,456,variance_pressure
kalman,355,True,True,451.0,451,variance_pressure
arima,355,False,False,,460,variance_pressure
kalman,356,True,True,322.0,322,variance_pressure
arima,356,True,True,455.0,455,variance_pressure
kalman,357,True,True,395.0,395,variance_pressure
arima,357,True,True,455.0,455,variance_pressure
kalman,358,True,True,443.0,443,variance_pressure
arima,358,False,False,,489,variance_pressure
kalman,359,False,False,,499,variance_pressure
arima,359,False,False,,460,variance_pressure
kalman,360,False,False,,451,variance_pressure
arima,360,False,False,,336,slope
kalman,361,True,True,443.0,443,variance_pressure
arima,361,False,False,,456,variance_pressure
kalman,362,True,True,395.0,395,variance_pressure
arima,362,False,False,,460,variance_pressure
kalman,363,True,True,451.0,451,variance_pressure
arima,363,False,False,,456,variance_pressure
kalman,364,True,True,348.0,348,variance_pressure
arima,364,True,True,394.0,394,variance_pressure
kalman,365,True,True,400.0,400,variance_pressure
arima,365,True,True,300.0,300,break_pressure
kalman,366,True,True,443.0,443,variance_pressure
arima,366,False,False,,460,variance_pressure
kalman,367,True,True,345.0,345,variance_pressure
arima,367,True,True,400.0,400,variance_pressure
kalman,368,False,False,,451,variance_pressure
arima,368,False,False,,456,variance_pressure
kalman,369,False,False,,451,variance_pressure
arima,369,False,False,,495,state_shift_pressure
kalman,370,True,True,451.0,451,variance_pressure
arima,370,False,False,,495,state_shift_pressure
kalman,371,True,True,387.0,387,variance_pressure
arima,371,True,True,460.0,460,variance_pressure
kalman,372,True,True,451.0,451,variance_pressure
arima,372,False,False,,456,variance_pressure
kalman,373,True,True,322.0,322,variance_pressure
arima,373,True,True,456.0,456,variance_pressure
kalman,374,True,True,451.0,451,variance_pressure
arima,374,False,False,,460,variance_pressure
kalman,375,True,True,400.0,400,variance_pressure
arima,375,False,False,,456,variance_pressure
kalman,376,True,True,348.0,348,variance_pressure
arima,376,True,True,456.0,456,variance_pressure
kalman,377,True,True,395.0,395,variance_pressure
arima,377,False,False,,489,variance_pressure
kalman,378,True,True,443.0,443,variance_pressure
arima,378,False,False,,456,variance_pressure
kalman,379,False,False,,451,variance_pressure
arima,379,False,False,,456,variance_pressure
kalman,380,True,True,447.0,447,variance_pressure
arima,380,False,False,,489,variance_pressure
kalman,381,True,True,451.0,451,variance_pressure
arima,381,True,True,325.0,325,instability
kalman,382,True,True,448.0,448,variance_pressure
arima,382,False,False,,456,variance_pressure
kalman,383,True,True,442.0,442,variance_pressure
arima,383,False,False,,456,variance_pressure
kalman,384,True,True,443.0,443,variance_pressure
arima,384,False,False,,456,variance_pressure
kalman,385,True,True,252.0,252,state_shift_pressure
arima,385,False,False,,460,variance_pressure
kalman,386,True,True,451.0,451,variance_pressure
arima,386,False,False,,456,variance_pressure
kalman,387,True,True,322.0,322,variance_pressure
arima,387,True,True,456.0,456,variance_pressure
kalman,388,True,True,351.0,351,variance_pressure
arima,388,True,True,456.0,456,variance_pressure
kalman,389,True,True,391.0,391,variance_pressure
arima,389,False,False,,456,variance_pressure
kalman,390,False,False,,494,variance_pressure
arima,390,False,False,,489,variance_pressure
kalman,391,True,True,448.0,448,variance_pressure
arima,391,True,False,197.0,197,break_pressure
kalman,392,False,False,,451,variance_pressure
arima,392,False,False,,456,variance_pressure
kalman,393,True,True,490.0,490,variance_pressure
arima,393,False,False,,489,variance_pressure
kalman,394,True,True,391.0,391,variance_pressure
arima,394,True,True,454.0,454,variance_pressure
kalman,395,True,True,348.0,348,variance_pressure
arima,395,True,True,456.0,456,variance_pressure
kalman,396,True,True,441.0,441,variance_pressure
arima,396,False,False,,460,variance_pressure
kalman,397,True,True,447.0,447,variance_pressure
arima,397,False,False,,456,variance_pressure
kalman,398,True,True,451.0,451,variance_pressure
arima,398,False,False,,460,variance_pressure
kalman,399,True,True,400.0,400,variance_pressure
arima,399,False,False,,460,variance_pressure
kalman,400,True,True,451.0,451,variance_pressure
arima,400,False,False,,460,variance_pressure
kalman,401,False,False,,451,variance_pressure
arima,401,False,False,,460,variance_pressure
kalman,402,True,True,325.0,325,variance_pressure
arima,402,True,True,399.0,399,variance_pressure
kalman,403,False,False,,451,variance_pressure
arima,403,False,False,,460,variance_pressure
kalman,404,True,True,451.0,451,variance_pressure
arima,404,False,False,,460,variance_pressure
kalman,405,True,True,450.0,450,variance_pressure
arima,405,False,False,,460,variance_pressure
kalman,406,True,True,443.0,443,variance_pressure
arima,406,False,False,,456,variance_pressure
kalman,407,True,True,443.0,443,variance_pressure
arima,407,False,False,,489,variance_pressure
kalman,408,True,True,441.0,441,variance_pressure
arima,408,False,False,,490,variance_pressure
kalman,409,True,True,395.0,395,variance_pressure
arima,409,False,False,,456,variance_pressure
kalman,410,True,True,448.0,448,variance_pressure
arima,410,False,False,,456,variance_pressure
kalman,411,False,False,,494,variance_pressure
arima,411,False,False,,489,variance_pressure
kalman,412,True,True,326.0,326,variance_pressure
arima,412,False,False,,456,variance_pressure
kalman,413,True,True,395.0,395,variance_pressure
arima,413,False,False,,456,variance_pressure
kalman,414,True,True,326.0,326,variance_pressure
arima,414,False,False,,460,variance_pressure
kalman,415,True,True,400.0,400,variance_pressure
arima,415,True,True,456.0,456,variance_pressure
kalman,416,False,False,,451,variance_pressure
arima,416,True,True,271.0,271,break_pressure
kalman,417,True,True,451.0,451,variance_pressure
arima,417,False,False,,460,variance_pressure
kalman,418,True,True,451.0,451,variance_pressure
arima,418,False,False,,400,variance_pressure
kalman,419,True,True,351.0,351,variance_pressure
arima,419,True,True,454.0,454,variance_pressure
kalman,420,True,True,401.0,401,variance_pressure
arima,420,False,False,,456,variance_pressure
kalman,421,True,True,451.0,451,variance_pressure
arima,421,False,False,,489,variance_pressure
kalman,422,True,True,400.0,400,variance_pressure
arima,422,False,False,,456,variance_pressure
kalman,423,True,True,395.0,395,variance_pressure
arima,423,False,False,,456,variance_pressure
kalman,424,True,True,449.0,449,variance_pressure
arima,424,False,False,,460,variance_pressure
kalman,425,True,True,451.0,451,variance_pressure
arima,425,False,False,,456,variance_pressure
kalman,426,True,True,326.0,326,variance_pressure
arima,426,True,True,399.0,399,variance_pressure
kalman,427,True,True,326.0,326,variance_pressure
arima,427,False,False,,456,variance_pressure
kalman,428,True,True,319.0,319,variance_pressure
arima,428,True,True,349.0,349,variance_pressure
kalman,429,True,True,351.0,351,variance_pressure
arima,429,True,True,456.0,456,variance_pressure
kalman,430,True,True,448.0,448,variance_pressure
arima,430,False,False,,456,variance_pressure
kalman,431,True,True,443.0,443,variance_pressure
arima,431,False,False,,460,variance_pressure
kalman,432,False,False,,451,variance_pressure
arima,432,False,False,,460,variance_pressure
kalman,433,True,True,326.0,326,variance_pressure
arima,433,True,True,456.0,456,variance_pressure
kalman,434,True,True,322.0,322,variance_pressure
arima,434,True,True,351.0,351,variance_pressure
kalman,435,True,True,391.0,391,variance_pressure
arima,435,False,False,,460,variance_pressure
kalman,436,True,True,386.0,386,variance_pressure
arima,436,True,True,399.0,399,variance_pressure
kalman,437,False,False,,494,variance_pressure
arima,437,False,False,,495,state_shift_pressure
kalman,438,True,True,443.0,443,variance_pressure
arima,438,False,False,,456,variance_pressure
kalman,439,True,True,451.0,451,variance_pressure
arima,439,False,False,,490,variance_pressure
kalman,440,True,True,391.0,391,variance_pressure
arima,440,True,False,160.0,160,instability
kalman,441,True,True,350.0,350,variance_pressure
arima,441,False,False,,460,variance_pressure
kalman,442,True,True,400.0,400,variance_pressure
arima,442,False,False,,490,variance_pressure
kalman,443,True,True,448.0,448,variance_pressure
arima,443,False,False,,460,variance_pressure
kalman,444,True,True,443.0,443,variance_pressure
arima,444,False,False,,460,variance_pressure
kalman,445,True,True,441.0,441,variance_pressure
arima,445,False,False,,456,variance_pressure
kalman,446,True,True,351.0,351,variance_pressure
arima,446,False,False,,456,variance_pressure
kalman,447,False,False,,496,variance_pressure
arima,447,False,False,,489,variance_pressure
kalman,448,True,True,441.0,441,variance_pressure
arima,448,False,False,,460,variance_pressure
kalman,449,True,True,447.0,447,variance_pressure
arima,449,False,False,,456,variance_pressure
kalman,450,True,True,443.0,443,variance_pressure
arima,450,False,False,,456,variance_pressure
kalman,451,True,True,351.0,351,variance_pressure
arima,451,True,True,456.0,456,variance_pressure
kalman,452,True,True,448.0,448,variance_pressure
arima,452,False,False,,456,variance_pressure
kalman,453,True,True,443.0,443,variance_pressure
arima,453,False,False,,456,variance_pressure
kalman,454,True,True,322.0,322,variance_pressure
arima,454,True,True,455.0,455,variance_pressure
kalman,455,True,True,395.0,395,variance_pressure
arima,455,True,True,456.0,456,variance_pressure
kalman,456,True,True,322.0,322,variance_pressure
arima,456,True,True,460.0,460,variance_pressure
kalman,457,True,False,230.0,230,state_shift_pressure
arima,457,True,True,300.0,300,break_pressure
kalman,458,True,True,326.0,326,variance_pressure
arima,458,True,True,456.0,456,variance_pressure
kalman,459,True,True,348.0,348,variance_pressure
arima,459,False,False,,460,variance_pressure
kalman,460,True,True,443.0,443,variance_pressure
arima,460,False,False,,456,variance_pressure
kalman,461,True,True,451.0,451,variance_pressure
arima,461,False,False,,460,variance_pressure
kalman,462,True,True,451.0,451,variance_pressure
arima,462,False,False,,460,variance_pressure
kalman,463,False,False,,451,variance_pressure
arima,463,True,False,223.0,223,instability
kalman,464,True,True,387.0,387,variance_pressure
arima,464,False,False,,456,variance_pressure
kalman,465,True,True,401.0,401,variance_pressure
arima,465,False,False,,489,variance_pressure
kalman,466,False,False,,495,variance_pressure
arima,466,False,False,,460,variance_pressure
kalman,467,True,True,443.0,443,variance_pressure
arima,467,False,False,,460,variance_pressure
kalman,468,False,False,,451,variance_pressure
arima,468,False,False,,456,variance_pressure
kalman,469,True,True,448.0,448,variance_pressure
arima,469,False,False,,456,variance_pressure
kalman,470,False,False,,490,variance_pressure
arima,470,False,False,,489,variance_pressure
kalman,471,True,True,322.0,322,variance_pressure
arima,471,True,True,456.0,456,variance_pressure
kalman,472,True,True,395.0,395,variance_pressure
arima,472,False,False,,456,variance_pressure
kalman,473,False,False,,490,variance_pressure
arima,473,False,False,,489,variance_pressure
kalman,474,True,True,441.0,441,variance_pressure
arima,474,False,False,,456,variance_pressure
kalman,475,False,False,,497,variance_pressure
arima,475,False,False,,456,variance_pressure
kalman,476,True,True,451.0,451,variance_pressure
arima,476,False,False,,489,variance_pressure
kalman,477,True,True,395.0,395,variance_pressure
arima,477,False,False,,460,variance_pressure
kalman,478,False,False,,451,variance_pressure
arima,478,False,False,,456,variance_pressure
kalman,479,True,True,441.0,441,variance_pressure
arima,479,False,False,,460,variance_pressure
kalman,480,True,True,441.0,441,variance_pressure
arima,480,False,False,,456,variance_pressure
kalman,481,True,True,443.0,443,variance_pressure
arima,481,False,False,,456,variance_pressure
kalman,482,True,True,443.0,443,variance_pressure
arima,482,False,False,,456,variance_pressure
kalman,483,True,True,395.0,395,variance_pressure
arima,483,False,False,,456,variance_pressure
kalman,484,True,True,447.0,447,variance_pressure
arima,484,False,False,,489,variance_pressure
kalman,485,True,True,344.0,344,variance_pressure
arima,485,True,True,400.0,400,variance_pressure
kalman,486,False,False,,451,variance_pressure
arima,486,False,False,,303,break_pressure
kalman,487,False,False,,451,variance_pressure
arima,487,False,False,,456,variance_pressure
kalman,488,True,True,448.0,448,variance_pressure
arima,488,False,False,,460,variance_pressure
kalman,489,False,False,,490,variance_pressure
arima,489,False,False,,400,variance_pressure
kalman,490,True,True,399.0,399,variance_pressure
arima,490,True,True,455.0,455,variance_pressure
kalman,491,True,True,442.0,442,variance_pressure
arima,491,False,False,,460,variance_pressure
kalman,492,False,False,,494,variance_pressure
arima,492,False,False,,400,variance_pressure
kalman,493,False,False,,494,variance_pressure
arima,493,False,False,,489,variance_pressure
kalman,494,False,False,,451,variance_pressure
arima,494,False,False,,346,level_change
kalman,495,True,True,399.0,399,variance_pressure
arima,495,True,True,399.0,399,variance_pressure
kalman,496,True,True,322.0,322,variance_pressure
arima,496,True,True,394.0,394,variance_pressure
kalman,497,True,True,326.0,326,variance_pressure
arima,497,True,True,456.0,456,variance_pressure
kalman,498,False,False,,490,variance_pressure
arima,498,False,False,,489,variance_pressure
kalman,499,True,True,441.0,441,variance_pressure
arima,499,False,False,,460,variance_pressure
