T,arena,scenario,method,n,detect_rate,detect_rate_se,pre_break_false_alarm_rate,pre_break_false_alarm_rate_se,miss_rate,miss_rate_se,mean_delay_censored,mean_delay_censored_se,median_delay_detected,mean_delay_detected,mean_delay_detected_se
500,ll_snr0.1,level_1s,raw_cusum,500,0.078,0.012005008974630627,0.0,0.0,0.922,0.012005008974630627,245.73,0.8678089563778073,211.0,195.25641025641025,7.353400156248738
500,ll_snr0.1,level_1s,lsc_kalman_cusum,500,0.038,0.008559118940292168,0.022,0.006566447781940087,0.94,0.01063137113001933,244.25971370143148,1.5085884187647771,66.0,102.26315789473684,20.55542245803864
500,ll_snr0.1,level_1s,raw_var_cusum,500,0.06,0.010631371130019326,0.0,0.0,0.94,0.010631371130019327,245.184,1.0427208742723462,177.0,169.73333333333332,10.147638118644808
500,ll_snr0.1,level_1s,arima_var_cusum,500,0.038,0.008559118940292168,0.026,0.007123868260853507,0.936,0.01095664621097098,244.70841889117042,1.311960477652139,125.0,114.36842105263158,14.459099509769812
500,ll_snr0.1,level_1s,lsc_composite,500,0.03,0.007636532803997704,0.014,0.005259593772650755,0.956,0.009181317617116443,245.99797160243406,1.1442508495274317,136.0,118.46666666666667,17.72296510360194
500,ll_snr0.1,level_3s,raw_cusum,500,0.104,0.013665338743182763,0.0,0.0,0.896,0.013665338743182763,243.21,1.1116597387463032,197.0,184.71153846153845,6.43234523815315
500,ll_snr0.1,level_3s,lsc_kalman_cusum,500,0.15,0.0159847121351649,0.022,0.006566447781940087,0.828,0.01689386887634749,215.42331288343559,3.7937008412083717,6.0,24.56,6.1117886383905935
500,ll_snr0.1,level_3s,raw_var_cusum,500,0.104,0.013665338743182763,0.0,0.0,0.896,0.013665338743182763,241.648,1.3795065308062422,183.0,169.69230769230768,8.1075230161976
500,ll_snr0.1,level_3s,arima_var_cusum,500,0.042,0.00897960280486092,0.026,0.007123868260853507,0.932,0.01126969440686162,243.13347022587268,1.646479929383577,71.0,90.76190476190476,17.73413506448118
500,ll_snr0.1,level_3s,lsc_composite,500,0.07,0.011421949126295709,0.014,0.005259593772650755,0.916,0.012417584015643749,236.72819472616632,2.2942283683596596,32.0,63.05714285714286,10.860455045416717
500,ll_snr0.1,variance_x1.5,raw_cusum,500,0.082,0.012282251724127365,0.0,0.0,0.918,0.012282251724127365,246.012,0.786932167644039,210.0,201.3658536585366,6.318840980629991
500,ll_snr0.1,variance_x1.5,lsc_kalman_cusum,500,0.078,0.012005008974630627,0.022,0.006566447781940087,0.9,0.013429844431075358,240.29243353783232,1.7731448431252046,133.0,128.28205128205127,12.143871499813367
500,ll_snr0.1,variance_x1.5,raw_var_cusum,500,0.062,0.010795605132662119,0.0,0.0,0.938,0.010795605132662119,245.782,0.9387179207138524,200.0,181.96774193548387,9.575560723183344
500,ll_snr0.1,variance_x1.5,arima_var_cusum,500,0.712,0.020271503835075255,0.026,0.007123868260853507,0.262,0.019684688820194637,191.57289527720738,2.4939700157105054,172.5,170.07303370786516,2.6091887568158763
500,ll_snr0.1,variance_x1.5,lsc_composite,500,0.972,0.0073851934412260765,0.014,0.005259593772650755,0.014,0.005259593772650755,93.79310344827586,2.0000524578697823,73.0,91.54320987654322,1.8388361911825097
500,ll_snr0.1,variance_x3,raw_cusum,500,0.08,0.012144751540478706,0.0,0.0,0.92,0.012144751540478706,246.006,0.7914598824267607,208.5,200.075,6.433325445059598
